Upload do Vídeo para Análise Ergonômica,Resultado da Análise,timestamp
"{""video"": "".gradio\\flagged\\Upload do V\u00eddeo para An\u00e1lise Ergon\u00f4mica\\36f9f917ea474d5af908\\S17_A05_T01 1.mp4"", ""subtitles"": null}","{""video"": "".gradio\\flagged\\Resultado da An\u00e1lise\\1c0d484a563dfd34cae8\\rula_processed_video.mp4"", ""subtitles"": null}",2025-10-17 10:21:19.522529
